om,yr,mo,dy,date,time,tz,st,stf,mag,inj,fat,loss,closs,slon,slat,elon,elat,len,wid,kind,marker_col,Year,coords.x1,coords.x2
613722,2016,4,11,2016-04-11,12:26:00,3,AR,5,0,0,0,25000,0,-93.0941,33.25,-93.0754,33.243,1.18,25,Tornado,#888888,2016,-93.0941,33.25
613723,2016,4,15,2016-04-15,14:08:00,3,CO,8,-9,0,0,0,0,-102.8185,38.3743,-102.8225,38.4299,3.85,150,Tornado,#FFFFFF,2016,-102.8185,38.3743
613724,2016,4,15,2016-04-15,14:26:00,3,CO,8,-9,0,0,0,0,-102.8083,38.4046,-102.8082,38.4118,0.5,100,Tornado,#FFFFFF,2016,-102.8083,38.4046
613725,2016,4,15,2016-04-15,15:05:00,3,CO,8,-9,0,0,0,0,-102.7234,38.4773,-102.7191,38.4944,1.2,100,Tornado,#FFFFFF,2016,-102.7234,38.4773
613726,2016,4,15,2016-04-15,18:10:00,3,CO,8,-9,0,0,0,0,-102.7907,38.1773,-102.7865,38.1852,0.59,100,Tornado,#FFFFFF,2016,-102.7907,38.1773
613727,2016,4,15,2016-04-15,18:50:00,3,OK,40,0,0,0,0,0,-101.988,36.74,-101.9864,36.7424,1.07,50,Tornado,#888888,2016,-101.988,36.74
613728,2016,4,15,2016-04-15,18:56:00,3,OK,40,1,0,0,0,0,-101.9433,36.7467,-101.9323,36.7595,1.07,60,Tornado,#0000FF,2016,-101.9433,36.7467
613729,2016,4,15,2016-04-15,19:02:00,3,OK,40,0,0,0,0,0,-101.9512,36.7962,-101.9393,36.8053,0.91,50,Tornado,#888888,2016,-101.9512,36.7962
613730,2016,4,15,2016-04-15,19:16:00,3,OK,40,0,0,0,0,0,-101.8654,36.8669,-101.8585,36.8802,1,50,Tornado,#888888,2016,-101.8654,36.8669
613731,2016,4,15,2016-04-15,19:19:00,3,OK,40,0,0,0,0,0,-101.86,36.88,-101.8525,36.8896,0.78,25,Tornado,#888888,2016,-101.86,36.88
613732,2016,4,15,2016-04-15,19:30:00,3,KS,20,1,0,0,80000,0,-101.8363,37.0174,-101.8157,37.037,1.8,125,Tornado,#0000FF,2016,-101.8363,37.0174
613733,2016,4,15,2016-04-15,19:52:00,3,KS,20,0,0,0,0,0,-101.7153,37.1758,-101.6803,37.2178,3.5,400,Tornado,#888888,2016,-101.7153,37.1758
613734,2016,4,15,2016-04-15,20:50:00,3,TX,48,0,0,0,0,0,-102.625,35.5621,-102.6192,35.5728,0.8,50,Tornado,#888888,2016,-102.625,35.5621
613735,2016,4,16,2016-04-16,15:55:00,3,TX,48,0,0,0,0,0,-100.7754,33.2781,-100.7745,33.2796,0.11,40,Tornado,#888888,2016,-100.7754,33.2781
613736,2016,4,16,2016-04-16,15:58:00,3,TX,48,0,0,0,0,0,-100.7714,32.42,-100.7579,32.4267,0.92,250,Tornado,#888888,2016,-100.7714,32.42
613737,2016,4,16,2016-04-16,16:50:00,3,TX,48,0,0,0,0,0,-100.62,33.58,-100.6135,33.5889,0.75,150,Tornado,#888888,2016,-100.62,33.58
613738,2016,4,16,2016-04-16,17:05:00,3,TX,48,0,0,0,0,0,-100.54,33.66,-100.539,33.6612,0.01,50,Tornado,#888888,2016,-100.54,33.66
613739,2016,4,16,2016-04-16,17:24:00,3,TX,48,0,0,0,0,0,-100.4174,32.6256,-100.4111,32.6426,1.23,50,Tornado,#888888,2016,-100.4174,32.6256
613740,2016,4,16,2016-04-16,18:50:00,3,TX,48,0,0,0,0,0,-100.7865,32.5993,-100.774,32.6072,0.91,300,Tornado,#888888,2016,-100.7865,32.5993
613741,2016,4,17,2016-04-17,11:10:00,3,TX,48,0,0,0,30000,0,-95.4782,30.061,-95.4753,30.0673,0.47,30,Tornado,#888888,2016,-95.4782,30.061
613742,2016,4,17,2016-04-17,18:24:00,3,TX,48,0,0,0,0,0,-99,28.29,-98.9999,28.2898,0.02,20,Tornado,#888888,2016,-99,28.29
613743,2016,4,18,2016-04-18,04:12:00,3,TX,48,0,0,0,30000,0,-95.1611,29.9212,-95.1574,29.9222,0.23,30,Tornado,#888888,2016,-95.1611,29.9212
613744,2016,4,18,2016-04-18,04:14:00,3,TX,48,0,0,0,10000,0,-95.1169,30.0452,-95.1146,30.0454,0.14,30,Tornado,#888888,2016,-95.1169,30.0452
613745,2016,4,19,2016-04-19,15:53:00,3,TX,48,0,0,0,0,0,-102.7235,30.5879,-102.6205,30.5547,6.54,400,Tornado,#888888,2016,-102.7235,30.5879
613746,2016,4,19,2016-04-19,17:18:00,3,MO,29,0,0,0,0,0,-91.6658,39.27,-91.6288,39.275,2.01,15,Tornado,#888888,2016,-91.6658,39.27
613747,2016,4,22,2016-04-22,18:00:00,3,CA,6,0,0,0,0,0,-121.313,36.3011,-121.3101,36.2985,0.24,15,Tornado,#888888,2016,-121.313,36.3011
613748,2016,4,24,2016-04-24,15:12:00,3,KS,20,0,0,0,0,0,-98.45,38.62,-98.4,38.6524,3.5,50,Tornado,#888888,2016,-98.45,38.62
613749,2016,4,24,2016-04-24,16:19:00,3,KS,20,0,0,0,0,0,-97.87,38.84,-97.8306,38.8693,2.93,50,Tornado,#888888,2016,-97.87,38.84
613750,2016,4,24,2016-04-24,17:03:00,3,NE,31,1,0,0,4000,0,-98.18,40.0952,-98.14,40.0778,2.43,300,Tornado,#0000FF,2016,-98.18,40.0952
613751,2016,4,24,2016-04-24,17:29:00,3,TX,48,0,0,0,100000,0,-95.1001,29.4714,-95.0903,29.4904,1.44,30,Tornado,#888888,2016,-95.1001,29.4714
613752,2016,4,24,2016-04-24,17:50:00,3,KS,20,1,2,0,0,0,-97.6327,39.8628,-97.425,39.9404,12.25,150,Tornado,#0000FF,2016,-97.6327,39.8628
613753,2016,4,25,2016-04-25,15:02:00,3,CO,8,0,0,0,0,0,-104.74,40.46,-104.74,40.46,0.01,50,Tornado,#888888,2016,-104.74,40.46
613754,2016,4,26,2016-04-26,11:52:00,3,MO,29,1,0,0,0,0,-91.2761,38.6947,-91.176,38.6828,5.46,100,Tornado,#0000FF,2016,-91.2761,38.6947
613755,2016,4,26,2016-04-26,12:24:00,3,MO,29,0,0,0,0,0,-90.9558,38.6822,-90.9498,38.6822,0.32,50,Tornado,#888888,2016,-90.9558,38.6822
613756,2016,4,26,2016-04-26,14:47:00,3,KS,20,0,0,0,0,0,-96.5904,38.984,-96.5904,38.984,0.01,10,Tornado,#888888,2016,-96.5904,38.984
613757,2016,4,26,2016-04-26,14:58:00,3,KS,20,0,0,0,0,0,-97.61,37.24,-97.6004,37.2534,1.06,50,Tornado,#888888,2016,-97.61,37.24
613758,2016,4,26,2016-04-26,16:38:00,3,IN,18,1,0,0,250000,0,-87.6411,38.035,-87.5161,37.9911,7.47,250,Tornado,#0000FF,2016,-87.6411,38.035
613759,2016,4,26,2016-04-26,16:42:00,3,KS,20,0,0,0,0,0,-95.8304,39.1307,-95.8304,39.1307,0.01,20,Tornado,#888888,2016,-95.8304,39.1307
613760,2016,4,26,2016-04-26,16:47:00,3,TX,48,0,0,0,0,0,-99.8271,33.0303,-99.8017,33.0298,1.47,25,Tornado,#888888,2016,-99.8271,33.0303
613761,2016,4,26,2016-04-26,17:20:00,3,IN,18,0,0,0,15000,0,-87.0299,39.0854,-87.0285,39.0858,0.08,75,Tornado,#888888,2016,-87.0299,39.0854
613762,2016,4,26,2016-04-26,18:47:00,3,KS,20,0,0,0,0,0,-99.0499,39.9122,-99.0464,39.9157,0.3,100,Tornado,#888888,2016,-99.0499,39.9122
613763,2016,4,26,2016-04-26,19:08:00,3,OK,40,0,0,0,12000,0,-97.707,35.407,-97.663,35.439,4.1,50,Tornado,#888888,2016,-97.707,35.407
613764,2016,4,26,2016-04-26,19:43:00,3,OK,40,1,0,0,10000,0,-97.336,35.606,-97.219,35.701,10,150,Tornado,#0000FF,2016,-97.336,35.606
613765,2016,4,26,2016-04-26,19:49:00,3,OK,40,0,0,0,4000,0,-97.33,35.71,-97.28,35.744,3.66,100,Tornado,#888888,2016,-97.33,35.71
613766,2016,4,26,2016-04-26,20:22:00,3,TX,48,0,0,0,200000,0,-96.8964,33.6567,-96.8925,33.6572,0.23,80,Tornado,#888888,2016,-96.8964,33.6567
613767,2016,4,26,2016-04-26,20:44:00,3,OK,40,1,0,0,0,0,-96.5556,36.454,-96.5113,36.496,3.8,450,Tornado,#0000FF,2016,-96.5556,36.454
613768,2016,4,26,2016-04-26,20:50:00,3,OK,40,1,0,0,20000,0,-96.693,34.905,-96.658,34.913,2,200,Tornado,#0000FF,2016,-96.693,34.905
613769,2016,4,26,2016-04-26,20:52:00,3,OK,40,1,0,0,15000,0,-96.4493,36.5072,-96.3444,36.5615,6.9,900,Tornado,#0000FF,2016,-96.4493,36.5072
613770,2016,4,26,2016-04-26,21:00:00,3,OK,40,1,0,0,20000,0,-96.2571,35.9751,-96.1651,36.0071,5.6,550,Tornado,#0000FF,2016,-96.2571,35.9751
613771,2016,4,26,2016-04-26,21:00:00,3,OK,40,1,0,0,150000,0,-96.3296,36.1765,-96.2258,36.2326,7,800,Tornado,#0000FF,2016,-96.3296,36.1765
613772,2016,4,26,2016-04-26,21:00:00,3,TX,48,0,5,0,450000,0,-96.6174,33.5257,-96.5809,33.5431,2.42,150,Tornado,#888888,2016,-96.6174,33.5257
613773,2016,4,26,2016-04-26,21:11:00,3,TX,48,0,0,0,80000,0,-96.4916,33.5998,-96.3989,33.6398,6.01,75,Tornado,#888888,2016,-96.4916,33.5998
613774,2016,4,26,2016-04-26,21:18:00,3,OK,40,1,0,0,150000,0,-96.006,36.0926,-95.9389,36.103,3.8,600,Tornado,#0000FF,2016,-96.006,36.0926
613775,2016,4,26,2016-04-26,21:26:00,3,OK,40,1,0,0,100000,0,-95.8952,35.9412,-95.8485,35.9503,2.7,350,Tornado,#0000FF,2016,-95.8952,35.9412
613776,2016,4,26,2016-04-26,21:36:00,3,OK,40,1,0,0,10000,0,-95.7744,35.9792,-95.758,35.9826,1,150,Tornado,#0000FF,2016,-95.7744,35.9792
613777,2016,4,26,2016-04-26,22:11:00,3,OK,40,1,0,0,100000,0,-95.5312,35.468,-95.4061,35.5019,7.5,400,Tornado,#0000FF,2016,-95.5312,35.468
613778,2016,4,26,2016-04-26,22:16:00,3,OK,40,0,0,0,20000,0,-95.2991,36.6924,-95.122,36.7315,10.1,500,Tornado,#888888,2016,-95.2991,36.6924
613779,2016,4,26,2016-04-26,22:34:00,3,OK,40,1,0,0,50000,0,-95.2131,35.6102,-95.1326,35.6436,5.1,800,Tornado,#0000FF,2016,-95.2131,35.6102
613780,2016,4,26,2016-04-26,22:35:00,3,OK,40,0,0,0,20000,0,-95.1287,36.3815,-95.0444,36.3901,4.7,750,Tornado,#888888,2016,-95.1287,36.3815
613781,2016,4,26,2016-04-26,22:46:00,3,OK,40,1,0,0,150000,0,-95.0443,35.6913,-94.9225,35.7237,7.2,700,Tornado,#0000FF,2016,-95.0443,35.6913
613782,2016,4,26,2016-04-26,22:58:00,3,OK,40,1,0,0,100000,0,-94.8572,36.2027,-94.6895,36.2606,10.1,850,Tornado,#0000FF,2016,-94.8572,36.2027
613783,2016,4,26,2016-04-26,23:03:00,3,OK,40,1,0,0,125000,0,-95.0718,34.385,-95.0645,34.4068,1.5,500,Tornado,#0000FF,2016,-95.0718,34.385
613784,2016,4,26,2016-04-26,23:07:00,3,OK,40,1,0,0,150000,0,-94.6522,36.8481,-94.6265,36.8602,1.6,350,Tornado,#0000FF,2016,-94.6522,36.8481
613785,2016,4,26,2016-04-26,23:21:00,3,MO,29,1,0,0,50000,0,-94.6139,36.8628,-94.5996,36.866,0.82,150,Tornado,#0000FF,2016,-94.6139,36.8628
613786,2016,4,26,2016-04-26,23:23:00,3,OK,40,1,0,0,25000,0,-94.6262,35.3684,-94.5578,35.3943,4.3,500,Tornado,#0000FF,2016,-94.6262,35.3684
613787,2016,4,26,2016-04-26,23:29:00,3,AR,5,1,0,0,50000,0,-94.4462,36.3425,-94.2823,36.3616,9.1,600,Tornado,#0000FF,2016,-94.4462,36.3425
613788,2016,4,26,2016-04-26,23:41:00,3,AR,5,1,0,0,30000,0,-94.2817,36.3805,-94.2456,36.3785,2,350,Tornado,#0000FF,2016,-94.2817,36.3805
613789,2016,4,26,2016-04-26,23:53:00,3,AR,5,1,0,0,50000,0,-94.2595,35.4087,-94.2293,35.4339,2.4,300,Tornado,#0000FF,2016,-94.2595,35.4087
613790,2016,4,27,2016-04-27,00:06:00,3,AR,5,1,0,0,10000,0,-94.0778,35.3185,-94.0217,35.3262,3.2,500,Tornado,#0000FF,2016,-94.0778,35.3185
613791,2016,4,27,2016-04-27,00:12:00,3,AR,5,1,0,0,250000,0,-93.9386,36.0246,-93.8385,36.063,6.2,500,Tornado,#0000FF,2016,-93.9386,36.0246
613792,2016,4,27,2016-04-27,00:18:00,3,AR,5,0,0,0,100000,0,-93.9555,35.4862,-93.8754,35.5415,5.9,700,Tornado,#888888,2016,-93.9555,35.4862
613793,2016,4,27,2016-04-27,00:49:00,3,MO,29,0,0,0,100000,0,-93.3621,37.1345,-93.358,37.1348,0.23,40,Tornado,#888888,2016,-93.3621,37.1345
613794,2016,4,27,2016-04-27,03:43:00,3,TX,48,0,0,1,200000,0,-95.5511,30.0982,-95.545,30.096,0.41,40,Tornado,#888888,2016,-95.5511,30.0982
613795,2016,4,27,2016-04-27,04:58:00,3,TX,48,1,0,0,10000,0,-94.4145,30.7679,-94.4034,30.7649,0.69,50,Tornado,#0000FF,2016,-94.4145,30.7679
613796,2016,4,27,2016-04-27,05:22:00,3,TX,48,1,0,0,7000,0,-94.0229,30.7403,-93.9898,30.7551,2.22,50,Tornado,#0000FF,2016,-94.0229,30.7403
613797,2016,4,27,2016-04-27,13:10:00,3,NE,31,0,0,0,0,0,-96.6872,41.3889,-96.6886,41.3914,0.18,25,Tornado,#888888,2016,-96.6872,41.3889
613798,2016,4,27,2016-04-27,14:14:00,3,IA,19,1,0,0,0,0,-95.048,40.9737,-95.0415,40.9978,1.7,50,Tornado,#0000FF,2016,-95.048,40.9737
613799,2016,4,27,2016-04-27,14:43:00,3,NE,31,1,0,0,0,0,-96.1195,41.2742,-96.1208,41.2837,0.66,50,Tornado,#0000FF,2016,-96.1195,41.2742
613800,2016,4,27,2016-04-27,14:52:00,3,NE,31,0,0,0,0,0,-96.1342,41.3022,-96.1343,41.3025,0.02,25,Tornado,#888888,2016,-96.1342,41.3022
613801,2016,4,27,2016-04-27,14:53:00,3,NE,31,0,0,0,0,0,-96.147,41.3226,-96.149,41.3248,0.18,25,Tornado,#888888,2016,-96.147,41.3226
613802,2016,4,27,2016-04-27,15:33:00,3,KY,21,0,0,0,0,0,-87.5092,37.2626,-87.5044,37.2645,0.3,30,Tornado,#888888,2016,-87.5092,37.2626
613803,2016,4,27,2016-04-27,15:40:00,3,IA,19,0,0,0,0,0,-94.6087,40.6538,-94.6082,40.686,2.23,200,Tornado,#888888,2016,-94.6087,40.6538
613804,2016,4,27,2016-04-27,15:44:00,3,IA,19,0,0,0,0,0,-94.6057,40.6682,-94.5912,40.6754,0.91,40,Tornado,#888888,2016,-94.6057,40.6682
613805,2016,4,27,2016-04-27,15:52:00,3,MO,29,0,0,0,0,0,-94.13,39.82,-94.11,39.88,4.28,25,Tornado,#888888,2016,-94.13,39.82
613806,2016,4,27,2016-04-27,16:12:00,3,IA,19,0,0,0,25000,0,-94.5048,40.822,-94.5028,40.8309,0.62,50,Tornado,#888888,2016,-94.5048,40.822
613807,2016,4,27,2016-04-27,16:15:00,3,KY,21,0,0,0,0,0,-87.5219,37.5207,-87.5,37.5234,1.22,30,Tornado,#888888,2016,-87.5219,37.5207
613808,2016,4,27,2016-04-27,16:24:00,3,CA,6,0,0,0,0,0,-122.1178,38.5126,-122.1144,38.5127,0.19,10,Tornado,#888888,2016,-122.1178,38.5126
613809,2016,4,27,2016-04-27,16:40:00,3,IA,19,0,0,0,3000,0,-94.3531,40.9911,-94.3565,41.0492,4.01,250,Tornado,#888888,2016,-94.3531,40.9911
613810,2016,4,27,2016-04-27,17:22:00,3,KY,21,0,0,0,100000,0,-87.1343,37.6886,-87.0828,37.733,4.16,125,Tornado,#888888,2016,-87.1343,37.6886
613811,2016,4,27,2016-04-27,17:23:00,3,IL,17,0,0,0,0,0,-89.5999,39.305,-89.513,39.3295,4.94,25,Tornado,#888888,2016,-89.5999,39.305
613812,2016,4,27,2016-04-27,17:31:00,3,CA,6,0,0,0,500,0,-120.756,37.6233,-120.756,37.6233,0.1,5,Tornado,#888888,2016,-120.756,37.6233
613813,2016,4,27,2016-04-27,17:36:00,3,KY,21,1,0,0,75000,0,-87.0605,37.7682,-87.0149,37.7887,2.86,150,Tornado,#0000FF,2016,-87.0605,37.7682
613814,2016,4,27,2016-04-27,17:58:00,3,IL,17,0,0,0,0,0,-88.7644,39.0114,-88.7635,39.0117,0.05,10,Tornado,#888888,2016,-88.7644,39.0114
613815,2016,4,27,2016-04-27,18:47:00,3,IL,17,0,0,0,0,0,-88.0792,38.756,-88.0787,38.7572,0.09,10,Tornado,#888888,2016,-88.0792,38.756
613816,2016,4,27,2016-04-27,18:47:00,3,MO,29,1,0,0,100000,0,-92.2399,40.3034,-92.2395,40.3049,0.23,40,Tornado,#0000FF,2016,-92.2399,40.3034
613817,2016,4,27,2016-04-27,19:23:00,3,MO,29,0,0,0,0,0,-91.8632,39.7938,-91.8529,39.8033,0.85,75,Tornado,#888888,2016,-91.8632,39.7938
613818,2016,4,27,2016-04-27,19:30:00,3,MO,29,0,0,0,100000,0,-92.0175,40.5058,-92.0136,40.5071,0.23,30,Tornado,#888888,2016,-92.0175,40.5058
613819,2016,4,27,2016-04-27,20:00:00,3,MO,29,1,0,0,0,0,-91.6278,39.9576,-91.5911,39.9649,2.01,150,Tornado,#0000FF,2016,-91.6278,39.9576
613820,2016,4,28,2016-04-28,14:26:00,3,IN,18,1,0,0,35000,0,-86.3057,39.9897,-86.3027,39.9887,0.17,40,Tornado,#0000FF,2016,-86.3057,39.9897
613821,2016,4,28,2016-04-28,16:40:00,3,TX,48,0,0,0,0,0,-100.8193,34.3475,-100.8193,34.3475,0.06,10,Tornado,#888888,2016,-100.8193,34.3475
613822,2016,4,29,2016-04-29,14:26:00,3,MS,28,0,0,0,10000,0,-88.6569,33.9701,-88.5738,33.9401,5.19,150,Tornado,#888888,2016,-88.6569,33.9701
613823,2016,4,29,2016-04-29,14:29:00,3,OK,40,1,0,0,10000,0,-98.315,34.792,-98.258,34.814,4,700,Tornado,#0000FF,2016,-98.315,34.792
613824,2016,4,29,2016-04-29,14:41:00,3,MS,28,0,0,0,10000,0,-88.4737,33.8848,-88.4588,33.8796,0.93,50,Tornado,#888888,2016,-88.4737,33.8848
613825,2016,4,29,2016-04-29,14:54:00,3,OK,40,0,0,0,2000,0,-98.128,34.873,-98.128,34.873,0.5,20,Tornado,#888888,2016,-98.128,34.873
613826,2016,4,29,2016-04-29,15:03:00,3,OK,40,1,0,0,35000,0,-98.044,34.9,-97.853,34.962,12,1000,Tornado,#0000FF,2016,-98.044,34.9
613827,2016,4,29,2016-04-29,15:53:00,3,TX,48,0,0,0,30000,0,-96.7228,33.3628,-96.7353,33.3792,1.34,65,Tornado,#888888,2016,-96.7228,33.3628
613828,2016,4,29,2016-04-29,16:33:00,3,TX,48,0,0,0,0,0,-97.7847,31.98,-97.7847,31.98,0.3,20,Tornado,#888888,2016,-97.7847,31.98
613829,2016,4,29,2016-04-29,16:50:00,3,TX,48,2,0,0,500000,0,-95.4076,32.4991,-95.4008,32.5105,1,400,Tornado,#008000,2016,-95.4076,32.4991
613830,2016,4,29,2016-04-29,16:55:00,3,TX,48,2,2,0,375000,0,-95.3712,32.5007,-95.1026,32.7977,25.94,3221,Tornado,#008000,2016,-95.3712,32.5007
613831,2016,4,29,2016-04-29,17:28:00,3,TX,48,0,0,0,0,0,-95.6149,32.4361,-95.5744,32.4513,2.59,50,Tornado,#888888,2016,-95.6149,32.4361
613832,2016,4,29,2016-04-29,18:33:00,3,TX,48,2,0,0,700000,0,-95.116,31.598,-95.075,31.696,7.19,820,Tornado,#008000,2016,-95.116,31.598
613833,2016,4,29,2016-04-29,18:54:00,3,TX,48,1,0,0,15000,0,-95.0391,31.8142,-95.0288,31.8268,1.06,150,Tornado,#0000FF,2016,-95.0391,31.8142
613834,2016,4,29,2016-04-29,21:21:00,3,TX,48,1,0,0,0,0,-94.2631,32.349,-94.2003,32.41,5.58,820,Tornado,#0000FF,2016,-94.2631,32.349
613835,2016,4,29,2016-04-29,21:46:00,3,TX,48,1,0,0,50000,0,-94.1199,32.5287,-94.077,32.6039,5.77,200,Tornado,#0000FF,2016,-94.1199,32.5287
613836,2016,4,29,2016-04-29,23:34:00,3,TX,48,1,0,0,30000,0,-94.3715,32.6301,-94.2627,32.6585,6.63,350,Tornado,#0000FF,2016,-94.3715,32.6301
613837,2016,4,29,2016-04-29,23:41:00,3,AR,5,1,0,0,0,0,-93.472,33.2428,-93.464,33.2659,1.68,900,Tornado,#0000FF,2016,-93.472,33.2428
613838,2016,4,30,2016-04-30,00:09:00,3,AR,5,1,0,0,0,0,-93.2945,33.3868,-93.2885,33.3888,0.37,130,Tornado,#0000FF,2016,-93.2945,33.3868
613839,2016,4,30,2016-04-30,03:44:00,3,TX,48,1,0,0,100000,0,-94.1245,31.2614,-94.0758,31.2795,3.14,380,Tornado,#0000FF,2016,-94.1245,31.2614
613840,2016,4,30,2016-04-30,05:08:00,3,TX,48,2,3,0,50000,0,-94.0183,30.5284,-93.8765,30.6014,9.86,500,Tornado,#008000,2016,-94.0183,30.5284
613841,2016,4,30,2016-04-30,10:25:00,3,LA,22,1,0,0,4000,0,-91.9543,30.8207,-91.9475,30.8242,0.47,50,Tornado,#0000FF,2016,-91.9543,30.8207
613842,2016,5,1,2016-05-01,18:38:00,3,IN,18,0,0,0,0,0,-86.917,40.1701,-86.917,40.1701,0.01,25,Tornado,#888888,2016,-86.917,40.1701
613843,2016,5,5,2016-05-05,12:28:00,3,NC,37,1,1,0,500000,0,-77.8175,34.2506,-77.7951,34.2689,1.8,75,Tornado,#0000FF,2016,-77.8175,34.2506
613844,2016,5,7,2016-05-07,14:20:00,3,CO,8,0,0,0,0,0,-104.1187,40.4167,-104.1187,40.4167,0.5,50,Tornado,#888888,2016,-104.1187,40.4167
613845,2016,5,7,2016-05-07,14:25:00,3,CO,8,0,0,0,0,0,-104.1044,40.5392,-104.1044,40.5392,0.5,50,Tornado,#888888,2016,-104.1044,40.5392
613846,2016,5,7,2016-05-07,14:55:00,3,CO,8,2,0,0,0,0,-104.17,40.23,-104.1426,40.3819,8.8,1320,Tornado,#008000,2016,-104.17,40.23
613847,2016,5,7,2016-05-07,15:35:00,3,CO,8,0,0,0,0,0,-103.8355,40.3459,-103.8355,40.3459,0.5,50,Tornado,#888888,2016,-103.8355,40.3459
613848,2016,5,7,2016-05-07,16:06:00,3,CO,8,0,0,0,0,0,-102.5499,39.9592,-102.5343,40.0164,4.04,25,Tornado,#888888,2016,-102.5499,39.9592
613849,2016,5,7,2016-05-07,16:57:00,3,CO,8,0,0,0,0,0,-102.4529,40.1899,-102.4608,40.2076,1.29,25,Tornado,#888888,2016,-102.4529,40.1899
613850,2016,5,7,2016-05-07,17:37:00,3,CO,8,0,0,0,0,0,-102.2326,40.0311,-102.2324,40.0402,0.63,100,Tornado,#888888,2016,-102.2326,40.0311
613851,2016,5,7,2016-05-07,17:53:00,3,CO,8,2,4,0,135000,0,-102.2327,40.1198,-102.2071,40.233,7.94,440,Tornado,#008000,2016,-102.2327,40.1198
613852,2016,5,7,2016-05-07,18:20:00,3,IN,18,1,0,0,50000,0,-87.1532,38.48,-87.0741,38.4704,4.33,70,Tornado,#0000FF,2016,-87.1532,38.48
613853,2016,5,8,2016-05-08,16:33:00,3,KS,20,0,0,0,0,0,-100.5182,38.8911,-100.3803,38.961,8.85,25,Tornado,#888888,2016,-100.5182,38.8911
613854,2016,5,8,2016-05-08,17:00:00,3,KS,20,0,0,0,0,0,-99.9222,38.7885,-99.8902,38.7981,1.9,25,Tornado,#888888,2016,-99.9222,38.7885
613855,2016,5,8,2016-05-08,17:25:00,3,NE,31,0,0,0,0,0,-100.4049,40.2441,-100.4048,40.2491,0.35,25,Tornado,#888888,2016,-100.4049,40.2441
613856,2016,5,8,2016-05-08,18:00:00,3,KS,20,0,0,0,0,0,-99.5261,39.0196,-99.5157,39.0294,0.9,50,Tornado,#888888,2016,-99.5261,39.0196
613857,2016,5,8,2016-05-08,18:03:00,3,OK,40,-9,0,0,0,0,-98.076,34.581,-98.053,34.581,1.3,40,Tornado,#FFFFFF,2016,-98.076,34.581
613858,2016,5,8,2016-05-08,18:08:00,3,KS,20,2,0,0,2000,0,-99.2218,39.05,-99.1822,39.1385,6.88,440,Tornado,#008000,2016,-99.2218,39.05
613859,2016,5,8,2016-05-08,18:27:00,3,KS,20,1,0,0,15000,0,-99.1623,39.1367,-99.1407,39.1739,2.82,500,Tornado,#0000FF,2016,-99.1623,39.1367
613860,2016,5,8,2016-05-08,18:29:00,3,NE,31,0,0,0,0,0,-100.38,40.58,-100.38,40.58,0.01,20,Tornado,#888888,2016,-100.38,40.58
613861,2016,5,9,2016-05-09,14:06:00,3,IA,19,0,0,0,0,0,-92.5004,40.7552,-92.5065,40.7563,0.33,10,Tornado,#888888,2016,-92.5004,40.7552
613862,2016,5,9,2016-05-09,15:06:00,3,OK,40,4,0,1,1000000,0,-97.357,34.559,-97.21,34.589,8.9,400,Tornado,#FF0000,2016,-97.357,34.559
613863,2016,5,9,2016-05-09,15:25:00,3,NE,31,1,0,0,0,0,-96.6106,40.7365,-96.6208,40.7364,0.53,50,Tornado,#0000FF,2016,-96.6106,40.7365
613864,2016,5,9,2016-05-09,15:30:00,3,NE,31,0,0,0,0,0,-99.2471,40.7254,-99.2471,40.7254,0.01,20,Tornado,#888888,2016,-99.2471,40.7254
613865,2016,5,9,2016-05-09,15:34:00,3,OK,40,3,0,0,4000000,0,-97.146,34.565,-96.859,34.595,16.6,1500,Tornado,#FFAA00,2016,-97.146,34.565
613866,2016,5,9,2016-05-09,15:53:00,3,NE,31,1,0,0,0,0,-96.583,40.6946,-96.5813,40.6971,0.19,50,Tornado,#0000FF,2016,-96.583,40.6946
613867,2016,5,9,2016-05-09,16:06:00,3,NE,31,0,0,0,75000,0,-98.0625,40.428,-98.0157,40.4428,2.67,35,Tornado,#888888,2016,-98.0625,40.428
613868,2016,5,9,2016-05-09,16:15:00,3,IL,17,0,0,0,0,0,-90.48,40.53,-90.4801,40.5314,0.1,15,Tornado,#888888,2016,-90.48,40.53
613869,2016,5,9,2016-05-09,16:16:00,3,OK,40,-9,0,0,0,0,-97.2282,35.2228,-97.2282,35.2228,0.1,10,Tornado,#FFFFFF,2016,-97.2282,35.2228
613870,2016,5,9,2016-05-09,16:18:00,3,IA,19,0,0,0,0,0,-91.44,41.2,-91.4385,41.2005,0.09,10,Tornado,#888888,2016,-91.44,41.2
613871,2016,5,9,2016-05-09,16:18:00,3,OK,40,-9,0,0,0,0,-96.755,34.48,-96.736,34.49,1.5,20,Tornado,#FFFFFF,2016,-96.755,34.48
613872,2016,5,9,2016-05-09,16:18:00,3,OK,40,3,0,1,250000,0,-96.638,34.391,-96.484,34.42,9.06,700,Tornado,#FFAA00,2016,-96.638,34.391
613873,2016,5,9,2016-05-09,16:41:00,3,IL,17,0,0,0,0,0,-90.53,40.7,-90.529,40.701,0.09,25,Tornado,#888888,2016,-90.53,40.7
613874,2016,5,9,2016-05-09,16:46:00,3,OK,40,1,0,0,40000,0,-96.341,34.408,-96.128,34.449,12.95,900,Tornado,#0000FF,2016,-96.341,34.408
